airline,source_city,departure_time,stops,arrival_time,destination_city,distance,class,duration,days_left,price,origin_airport_capacity,arrival_airport_capacity,origin_GDP,des_GDP,carrier_category,od_pair
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,10,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
AirAsia,New Delhi,Early_Morning,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,10,5956,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.08,10,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,10,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.25,10,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,10,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,10,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,10,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
GO_FIRST,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,10,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,10,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,10,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,10,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,10,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,10,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.08,10,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,10,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,10,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,10,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,10,6375,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.33,10,6375,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,10,6165,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,10,6270,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,10,6690,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,10,6690,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.17,10,6690,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,10,6375,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,10,6375,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,10,6480,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,10,6532,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.25,10,6532,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Night,zero,Late_Night,Mumbai,1160.540574,Economy,2.17,10,6585,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.5,10,6585,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Vistara,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.0,10,7530,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.17,10,7530,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.17,10,7530,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.0,10,7215,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.25,10,7530,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,10,7845,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,10,8055,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.17,10,8685,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.25,10,8685,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,11,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,11,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,11,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,11,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,11,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,11,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Vistara,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.0,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.08,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Early_Morning,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.25,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.33,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,11,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
GO_FIRST,New Delhi,Afternoon,zero,Afternoon,Mumbai,1160.540574,Economy,2.08,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.08,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.08,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Night,zero,Late_Night,Mumbai,1160.540574,Economy,2.17,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Late_Night,zero,Early_Morning,Mumbai,1160.540574,Economy,2.25,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.25,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.25,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.25,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,11,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Late_Night,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Night,zero,Late_Night,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.25,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.5,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
AirAsia,New Delhi,Early_Morning,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,11,5956,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.0,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.08,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,11,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,11,6165,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.17,11,6165,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.25,11,6165,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,11,6165,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
AirAsia,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,11,6349,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,11,6585,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,11,6585,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
AirAsia,New Delhi,Early_Morning,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,12,5956,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Vistara,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.0,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.08,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Early_Morning,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.25,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
GO_FIRST,New Delhi,Afternoon,zero,Afternoon,Mumbai,1160.540574,Economy,2.08,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.08,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.08,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Night,zero,Late_Night,Mumbai,1160.540574,Economy,2.17,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Late_Night,zero,Early_Morning,Mumbai,1160.540574,Economy,2.25,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.25,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.25,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.25,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
GO_FIRST,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,12,5954,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Late_Night,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Night,zero,Late_Night,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.5,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.0,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.08,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,12,5955,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
AirAsia,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,12,6139,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Evening,zero,Evening,Mumbai,1160.540574,Economy,2.17,12,6165,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.25,12,6165,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Indigo,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.25,12,6165,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Air_India,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,12,6375,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,13,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,13,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,13,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,13,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,13,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
SpiceJet,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.33,13,5953,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
AirAsia,New Delhi,Early_Morning,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,13,5956,39339998,21747892,598922,224309,low_cost,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.08,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Early_Morning,zero,Early_Morning,Mumbai,1160.540574,Economy,2.17,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Afternoon,Mumbai,1160.540574,Economy,2.17,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.17,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Afternoon,zero,Evening,Mumbai,1160.540574,Economy,2.17,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.17,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Night,zero,Night,Mumbai,1160.540574,Economy,2.17,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Early_Morning,zero,Morning,Mumbai,1160.540574,Economy,2.25,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.25,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Evening,zero,Night,Mumbai,1160.540574,Economy,2.25,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Morning,Mumbai,1160.540574,Economy,2.33,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
Vistara,New Delhi,Morning,zero,Afternoon,Mumbai,1160.540574,Economy,2.33,13,5955,39339998,21747892,598922,224309,full_service,New Delhi-Mumbai
